,group,group_package,group_label,group_description,permission,package,label,description,protectionLevel
362,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.UPDATE_DEVICE_STATS,android,null,null,signature|privileged
363,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.BLUETOOTH_STACK,android,null,null,signature
364,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.BLUETOOTH_MAP,android,null,null,signature
365,ungrouped,ungrouped,ungrouped,ungrouped,com.groupme.android.permission.CONTENT_PROVIDER,com.groupme.android,null,null,signature
366,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.READ_PRECISE_PHONE_STATE,android,null,null,signature|privileged
367,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.gms.auth.api.signin.permission.REVOCATION_NOTIFICATION,com.google.android.gms,null,null,signature
368,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.gms.magictether.permission.CONNECTED_HOST_CHANGED,com.google.android.gms,null,null,signature
369,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.MANAGE_FINGERPRINT,android,null,null,signature|privileged
370,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.googleapps.permission.GOOGLE_AUTH.YouTubeUser,com.google.android.gsf,YouTube usernames,Allows apps to see the YouTube username(s) associated with the Google account(s) stored on this Android device.,signature
371,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.partnersetup.permission.UPDATE_CLIENT_ID,com.google.android.partnersetup,null,null,signature|privileged
372,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.gms.permission.CONTACTS_SYNC_DELEGATION,com.google.android.gms,null,null,signature
373,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.WRITE_EMBEDDED_SUBSCRIPTIONS,android,null,null,signature|privileged|development
374,ungrouped,ungrouped,ungrouped,ungrouped,com.instagram.android.permission.RECEIVE_ADM_MESSAGE,com.instagram.android,null,null,signature
375,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.RECOVER_KEYSTORE,android,null,null,signature|privileged
376,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.googleapps.permission.GOOGLE_AUTH.androidsecure,com.google.android.gsf,Android services,Allows apps to sign in to Android services using the account(s) stored on this Android device.,signature
377,ungrouped,ungrouped,ungrouped,ungrouped,com.njtransit.njtapp.permission.C2D_MESSAGE,com.njtransit.njtapp,null,null,signature
378,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.NET_ADMIN,android,null,null,signature
379,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.gms.permission.GAMES_DEBUG_SETTINGS,com.google.android.gms,null,null,signature
380,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.RESTRICTED_VR_ACCESS,android,null,null,signature|preinstalled
381,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.CARRIER_FILTER_SMS,android,null,null,signature|privileged
382,ungrouped,ungrouped,ungrouped,ungrouped,com.fandango.permission.RECEIVE_ADM_MESSAGE,com.fandango,null,null,signature
383,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.permission.BROADCAST_DATA_MESSAGE,com.google.android.gsf,Broadcast data messages to apps.,Can broadcast data messages received from the Internet to apps registered to listen for them.,signature|privileged
384,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.gms.WRITE_VERIFY_APPS_CONSENT,com.google.android.gms,null,null,signature|privileged
385,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.PERFORM_CDMA_PROVISIONING,android,null,null,signature|privileged
386,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.gms.trustagent.permission.TRUSTAGENT_STATE,com.google.android.gms,null,null,signature
387,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.BIND_CONNECTION_SERVICE,android,null,null,signature|privileged
388,ungrouped,ungrouped,ungrouped,ungrouped,com.verizon.mips.services.download_status_permission,com.verizon.mips.services,null,null,signature|privileged
389,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.INSTALL_GRANT_RUNTIME_PERMISSIONS,android,null,null,signature|installer|verifier
390,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.WRITE_SOCIAL_STREAM,android,null,null,normal
391,ungrouped,ungrouped,ungrouped,ungrouped,com.bloomberg.android.plus.permission.C2D_MESSAGE,com.bloomberg.android.plus,null,null,signature
392,ungrouped,ungrouped,ungrouped,ungrouped,com.delta.mobile.android.BROADCAST,com.delta.mobile.android,Flight Information Broadcasts,Flight Information Broadcasts,normal
393,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.ACCESS_INSTANT_APPS,android,null,null,signature|installer|verifier
394,ungrouped,ungrouped,ungrouped,ungrouped,com.ubercab.permission.RECEIVE_BROADCAST,com.ubercab,null,null,signature
395,ungrouped,ungrouped,ungrouped,ungrouped,io.keybase.ossifrage.permission.C2D_MESSAGE,io.keybase.ossifrage,null,null,signature
396,ungrouped,ungrouped,ungrouped,ungrouped,com.amazon.deecomms.permission,com.amazon.dee.app,commsPermission,null,signature
397,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.CONTROL_REMOTE_APP_TRANSITION_ANIMATIONS,android,null,null,signature|privileged
398,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.LAUNCH_TRUST_AGENT_SETTINGS,android,null,null,signature|privileged
399,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.REGISTER_CALL_PROVIDER,android,null,null,signature|privileged
400,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.GET_PACKAGE_SIZE,android,measure app storage space,"Allows the app to retrieve its code, data, and cache sizes",normal
401,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.MODIFY_THEME_OVERLAY,android,null,null,signature
402,ungrouped,ungrouped,ungrouped,ungrouped,com.instagram.android.permission.SYSTEM_ONLY,com.instagram.android,null,null,signature|privileged
403,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.CLEAR_APP_GRANTED_URI_PERMISSIONS,android,null,null,signature
404,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.c2dm.permission.SEND,com.google.android.gsf,Broadcast data messages to apps.,Can broadcast data messages received from the Internet to apps registered to listen for them.,signature|privileged
405,ungrouped,ungrouped,ungrouped,ungrouped,com.ourbus.commuter.permission.C2D_MESSAGE,com.ourbus.commuter,null,null,signature
406,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.BIND_VPN_SERVICE,android,null,null,signature
407,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.systemui.IDENTITY,com.android.systemui,null,null,signature
408,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.TRUST_LISTENER,android,null,null,signature
409,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.ACCOUNT_MANAGER,android,null,null,signature
410,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.MANAGE_USB,android,null,null,signature|privileged
411,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.partnersetup.permission.WRITE_APP_PROVIDER,com.google.android.partnersetup,null,null,signature|privileged
412,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.ACCESS_ALL_DOWNLOADS,com.android.providers.downloads,Access all system downloads,Allows the app to view and modify all downloads initiated by any app on the system.,signature
413,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.ALLOCATE_AGGRESSIVE,android,null,null,signature|privileged
414,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.INTERACT_ACROSS_USERS_FULL,android,null,null,signature|installer
415,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.apps.chromecast.app.permission.C2D_MESSAGE,com.google.android.apps.chromecast.app,null,null,signature
416,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.CHANGE_ACCESSIBILITY_VOLUME,android,null,null,signature
417,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.BIND_APPWIDGET,android,null,null,signature|privileged
418,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.gms.permission.PHENOTYPE_UPDATE_BROADCAST,com.google.android.gms,null,null,signature
419,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.STOP_APP_SWITCHES,android,null,null,signature|privileged
420,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.RECEIVE_MEDIA_RESOURCE_USAGE,android,null,null,signature|privileged
421,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.BATTERY_STATS,android,null,null,signature|privileged|development
422,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.gms.permission.INTERNAL_BROADCAST,com.google.android.gms,null,null,signature
423,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.PACKAGE_USAGE_STATS,android,null,null,signature|privileged|development|appop
424,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.WRITE_PROFILE,android,null,null,normal
425,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.MOUNT_UNMOUNT_FILESYSTEMS,android,null,null,signature|privileged
426,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.GET_ACCOUNTS_PRIVILEGED,android,null,null,signature|privileged
427,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.READ_PRINT_SERVICE_RECOMMENDATIONS,android,null,null,signature|preinstalled
428,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.TETHER_PRIVILEGED,android,null,null,signature|privileged
429,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.WRITE_SECURE_SETTINGS,android,null,null,signature|privileged|development
430,ungrouped,ungrouped,ungrouped,ungrouped,com.android.vending.TOS_ACKED,com.android.vending,null,null,signature|privileged
431,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.SERIAL_PORT,android,null,null,signature|privileged
432,ungrouped,ungrouped,ungrouped,ungrouped,com.aa.android.receivers.permission.MBP_REMINDER_BROADCAST,com.aa.android,null,null,signature
433,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.BIND_NOTIFICATION_LISTENER_SERVICE,android,null,null,signature
434,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.BIND_SCREENING_SERVICE,android,null,null,signature|privileged
435,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.apps.gcs.WRITE_EXPERIMENTS,com.google.android.apps.gcs,null,null,signature
436,ungrouped,ungrouped,ungrouped,ungrouped,com.nianticlabs.pokemongo.permission.C2D_MESSAGE,com.nianticlabs.pokemongo,null,null,signature
437,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.FORCE_PERSISTABLE_URI_PERMISSIONS,android,null,null,signature
438,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.UNLIMITED_SHORTCUTS_API_CALLS,android,null,null,signature|textClassifier
439,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.CAPTURE_AUDIO_OUTPUT,android,null,null,signature|privileged
440,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.BIND_MIDI_DEVICE_SERVICE,android,null,null,signature
441,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.finsky.permission.INSTANT_APP_STATE,com.android.vending,null,null,signature
442,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.googleapps.permission.GOOGLE_AUTH.grandcentral,com.google.android.gsf,Google Voice,Allows apps to sign in to Google Voice using the account(s) stored on this Android device.,signature
443,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.gms.auth.proximity.permission.SMS_CONNECT_SETUP_REQUESTED,com.google.android.gms,null,null,signature
444,ungrouped,ungrouped,ungrouped,ungrouped,com.android.permission.WRITE_EMBEDDED_SUBSCRIPTIONS,android,com.android.permission.WRITE_EMBEDDED_SUBSCRIPTIONS,null,signature|privileged|development
445,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.MOVE_PACKAGE,android,null,null,signature|privileged
446,ungrouped,ungrouped,ungrouped,ungrouped,com.dunkinbrands.otgo.permission.C2D_MESSAGE,com.dunkinbrands.otgo,null,null,signature
447,ungrouped,ungrouped,ungrouped,ungrouped,com.google.sensor.elmyra.permission.USE_RAW_SENSOR,com.android.systemui,null,null,signature|preinstalled
448,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.SET_ACTIVITY_WATCHER,android,null,null,signature
449,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.apps.messaging.services.ACCESS_JIBESERVICE,com.google.android.apps.messaging,null,null,normal
450,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.READ_BLOCKED_NUMBERS,android,null,null,signature
451,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.apps.wallpaper.NOTIFY_ROTATING_WALLPAPER_CHANGED,com.google.android.apps.wallpaper,null,null,signature
452,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.STATUS_BAR_SERVICE,android,null,null,signature
453,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.gms.apps.helprtc.INTERNAL_BROADCAST,com.google.android.apps.helprtc,null,null,signature
454,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.READ_SEARCH_INDEXABLES,android,null,null,signature|privileged
455,ungrouped,ungrouped,ungrouped,ungrouped,com.android.permission.WRITE_OMADM_SETTINGS,com.android.omadm.service,null,null,signature|privileged
456,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.NFC_HANDOVER_STATUS,android,null,null,signature|privileged
457,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.SCORE_NETWORKS,android,null,null,signature|privileged
458,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.PROVISION_MANAGED_DEVICE_SILENTLY,com.android.managedprovisioning,null,null,signature|preinstalled
459,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.apps.chromecast.app.permission.DISCOVER_DEVICES,com.google.android.apps.chromecast.app,null,null,signature
460,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.DIAGNOSTIC,android,null,null,signature
461,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.googleapps.permission.GOOGLE_AUTH.jotspot,com.google.android.gsf,JotSpot,Allows apps to sign in to JotSpot using the account(s) stored on this Android device.,signature
462,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.ACCESS_LOCATION_EXTRA_COMMANDS,android,access extra location provider commands,Allows the app to access extra location provider commands. This may allow the app to interfere with the operation of the GPS or other location sources.,normal
463,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.RECEIVE_WIFI_CREDENTIAL_CHANGE,android,null,null,signature|privileged
464,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.READ_PRIVILEGED_PHONE_STATE,android,null,null,signature|privileged
465,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.UPDATE_LOCK_TASK_PACKAGES,android,null,null,signature|setup
466,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.ACCESS_IMS_CALL_SERVICE,android,access IMS call service,Allows the app to use the IMS service to make calls without your intervention.,signature|privileged
467,ungrouped,ungrouped,ungrouped,ungrouped,com.starbucks.mobilecard.permission.RECEIVE_ADM_MESSAGE,com.starbucks.mobilecard,null,null,signature
468,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.TRIGGER_TIME_ZONE_RULES_CHECK,android,null,null,signature
469,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.ACCESS_DOWNLOAD_MANAGER,com.android.providers.downloads,Access download manager.,Allows the app to access the download manager and to use it to download files. Malicious apps can use this to disrupt downloads and access private information.,signature|privileged
470,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.BROADCAST_STICKY,android,send sticky broadcast,"Allows the app to send sticky broadcasts, which remain after the broadcast ends. Excessive use may make the phone slow or unstable by causing it to use too much memory.",normal
471,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.INSTALL_PACKAGE_UPDATES,android,null,null,signature|privileged
472,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.gms.chimera.permission.QUERY_MODULES,com.google.android.gms,null,null,signature
473,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.ASEC_ACCESS,android,null,null,signature
474,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.BIND_REMOTE_DISPLAY,android,null,null,signature
475,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.BLUETOOTH_PRIVILEGED,android,null,null,signature|privileged
476,ungrouped,ungrouped,ungrouped,ungrouped,com.amazon.comms.calling.readAccess,com.amazon.dee.app,CallDataReadAccess,null,signature|privileged
477,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.NETWORK_STACK,android,null,null,signature
478,ungrouped,ungrouped,ungrouped,ungrouped,com.meetup.permission.MAPS_RECEIVE,com.meetup,null,null,signature
479,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.gms.permission.CAR,com.google.android.gms,Car Service,Access to the car service.,signature
480,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.SET_ALWAYS_FINISH,android,null,null,signature|privileged|development
481,ungrouped,ungrouped,ungrouped,ungrouped,com.udacity.android.permission.C2D_MESSAGE,com.udacity.android,null,null,signature
482,ungrouped,ungrouped,ungrouped,ungrouped,com.android.companiondevicemanager.permission.BIND,com.android.companiondevicemanager,null,null,signature
483,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.HARDWARE_TEST,android,null,null,signature
484,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.elmyra.permission.CONFIGURE_ASSIST_GESTURE,com.android.systemui,null,null,signature|preinstalled
485,ungrouped,ungrouped,ungrouped,ungrouped,com.amazon.whisperjoin.deviceprovisioningservice.FFSServiceAction.permission,com.amazon.dee.app,null,null,signature
486,ungrouped,ungrouped,ungrouped,ungrouped,com.amazon.dcp.sso.permission.account.changed,com.amazon.dee.app,null,null,signature|privileged
487,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.ASEC_CREATE,android,null,null,signature
488,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.apps.enterprise.dmagent.permission.AutoSyncPermission,com.google.android.apps.enterprise.dmagent,null,null,signature|privileged
489,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.gms.growth.permission.GROWTH_NOTIFICATION_BROADCAST,com.google.android.gms,null,null,signature
490,ungrouped,ungrouped,ungrouped,ungrouped,com.google.sensor.elmyra.permission.USE_SENSOR,com.android.systemui,com.google.sensor.elmyra.permission.USE_SENSOR,null,signature|preinstalled
491,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.QUERY_TIME_ZONE_RULES,android,null,null,signature|privileged
492,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.apps.enterprise.dmagent.permission.InvokeDMServicePermission,com.google.android.apps.enterprise.dmagent,null,null,signature
493,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.WRITE_SMS,android,null,null,normal
494,ungrouped,ungrouped,ungrouped,ungrouped,org.npr.android.news.permission.C2D_MESSAGE,org.npr.android.news,null,null,signature
495,ungrouped,ungrouped,ungrouped,ungrouped,com.facebook.permission.prod.FB_APP_COMMUNICATION,com.facebook.orca,null,null,signature
496,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.CONTROL_DISPLAY_BRIGHTNESS,android,null,null,signature
497,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.SUBSTITUTE_NOTIFICATION_APP_NAME,android,null,null,signature|privileged
498,ungrouped,ungrouped,ungrouped,ungrouped,com.amtrak.rider.permission.C2D_MESSAGE,com.amtrak.rider,null,null,signature
499,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.xmpp.permission.BROADCAST,com.google.android.gsf,Broadcast XMPP messages to apps.,Can broadcast XMPP messages received from the Google servers to apps registered to listen for them.,signature|privileged
500,ungrouped,ungrouped,ungrouped,ungrouped,com.qualcomm.qti.permission.ACCESS_USER_AUTHENTICATION_APIS,com.qualcomm.qti.telephonyservice,Permission to access User Authentication apis,null,signature|privileged
501,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.xmpp.permission.SEND_RECEIVE,com.google.android.gsf,send and receive XMPP messages to and from Google servers,Allows Google apps to send and receive XMPP messages to and from Google servers.,signature
502,ungrouped,ungrouped,ungrouped,ungrouped,android.intent.category.MASTER_CLEAR.permission.C2D_MESSAGE,android,null,null,signature
503,ungrouped,ungrouped,ungrouped,ungrouped,com.amazon.dcp.sso.permission.AmazonAccountPropertyService.property.changed,com.amazon.dee.app,null,null,signature|privileged
504,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.BIND_AUTOFILL_SERVICE,android,null,null,signature
505,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.ACCESS_KEYGUARD_SECURE_STORAGE,android,null,null,signature
506,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.BIND_JOB_SERVICE,android,null,null,signature
507,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.CONFIRM_FULL_BACKUP,android,null,null,signature
508,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.CAPTURE_SECURE_VIDEO_OUTPUT,android,null,null,signature|privileged
509,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.googleapps.permission.GOOGLE_AUTH.goanna_mobile,com.google.android.gsf,Google Tasks,null,normal
510,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.SET_TIME,android,null,null,signature|privileged
511,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.WRITE_APN_SETTINGS,android,null,null,signature|privileged
512,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.xmpp.permission.XMPP_ENDPOINT_BROADCAST,com.google.android.gsf,Broadcast XMPP messages to apps.,Can broadcast XMPP messages received from the Google servers to apps.,signature|privileged
513,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.providers.settings.permission.WRITE_GSETTINGS,com.google.android.gsf,Modify Google settings,Allows this app to modify Google settings.,signature
514,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.CHANGE_WIFI_STATE,android,connect and disconnect from Wi-Fi,Allows the app to connect to and disconnect from Wi-Fi access points and to make changes to device configuration for Wi-Fi networks.,normal
515,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.BIND_COMPANION_DEVICE_MANAGER_SERVICE,android,null,null,signature
516,ungrouped,ungrouped,ungrouped,ungrouped,com.android.permission.INJECT_OMADM_SETTINGS,com.android.omadm.service,null,null,signature|privileged
517,ungrouped,ungrouped,ungrouped,ungrouped,com.facebook.orca.provider.ACCESS,com.facebook.orca,null,null,signature
518,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.googleapps.permission.GOOGLE_AUTH.adsense,com.google.android.gsf,AdSense,Allows apps to sign in to Google AdSense using the account(s) stored on this Android device.,signature
519,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.apps.gcs.RECEIVE_GCS_STATE,com.google.android.apps.gcs,receive GCS state,null,signature|privileged
520,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.BIND_PACKAGE_VERIFIER,android,null,null,signature
521,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.READ_INSTALL_SESSIONS,android,read install sessions,Allows an application to read install sessions. This allows it to see details about active package installations.,normal
522,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.googleapps.permission.GOOGLE_AUTH.adwords,com.google.android.gsf,AdWords,Allows apps to sign in to Google AdWords using the account(s) stored on this Android device.,signature
523,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.MANAGE_IPSEC_TUNNELS,android,null,null,signature|appop
524,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.MODIFY_CELL_BROADCASTS,android,null,null,signature|privileged
525,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.MODIFY_DAY_NIGHT_MODE,android,null,null,signature|privileged
526,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.BIND_ROUTE_PROVIDER,android,null,null,signature
527,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.RECEIVE_STK_COMMANDS,android,null,null,signature|privileged
528,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.GET_PASSWORD,android,null,null,signature
529,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.BIND_CARRIER_MESSAGING_SERVICE,android,null,null,signature|privileged
530,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.NETWORK_SETUP_WIZARD,android,null,null,signature|setup
531,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.ACCESS_BLUETOOTH_SHARE,com.android.bluetooth,Access download manager.,Allows the app to access the BluetoothShare manager and use it to transfer files.,signature
532,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.OBSERVE_APP_USAGE,android,null,null,signature|privileged
533,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.PACKAGE_VERIFICATION_AGENT,android,null,null,signature|privileged
534,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.apps.maps.permission.PREFETCH,com.google.android.apps.maps,null,null,signature
535,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.SET_ORIENTATION,android,null,null,signature
536,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.REVOKE_RUNTIME_PERMISSIONS,android,null,null,signature|installer|verifier
537,ungrouped,ungrouped,ungrouped,ungrouped,com.united.mobile.android.Main,com.united.mobile.android,null,null,signature
538,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.BIND_EUICC_SERVICE,android,null,null,signature
539,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.BIND_VISUAL_VOICEMAIL_SERVICE,android,null,null,signature|privileged
540,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.MANAGE_USERS,android,null,null,signature|privileged
541,ungrouped,ungrouped,ungrouped,ungrouped,com.android.vending.billing.BILLING_ACCOUNT_SERVICE,com.android.vending,null,null,signature|privileged
542,ungrouped,ungrouped,ungrouped,ungrouped,com.skype.raider.permission.RECEIVE_ADM_MESSAGE,com.skype.raider,null,null,signature
543,ungrouped,ungrouped,ungrouped,ungrouped,com.qti.permission.DIAG,org.codeaurora.ims,null,null,signature|privileged
544,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.gm.email.permission.ACCESS_PROVIDER,com.google.android.gm,Access email provider data,"Allows the app to access your email database, including received messages, sent messages, usernames, and passwords.",signature
545,ungrouped,ungrouped,ungrouped,ungrouped,com.android.ims.permission.PRESENCE_ACCESS,com.android.service.ims,Presence,Allow the application to publish and subscribe the presence information.,signature|privileged
546,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.SET_PREFERRED_APPLICATIONS,android,null,null,signature|verifier
547,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.BIND_TV_REMOTE_SERVICE,android,null,null,signature|privileged
548,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.FLASHLIGHT,android,null,null,normal
549,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.DELETE_CACHE_FILES,android,null,null,signature|privileged
550,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.hangouts.START_HANGOUT,com.google.android.talk,null,null,signature
551,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.SET_WALLPAPER_COMPONENT,android,null,null,signature|privileged
552,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.ACCESS_NETWORK_STATE,android,view network connections,Allows the app to view information about network connections such as which networks exist and are connected.,normal|instant
553,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.apps.fireball.permission.C2D_MESSAGE,com.google.android.apps.fireball,null,null,signature
554,ungrouped,ungrouped,ungrouped,ungrouped,com.google.android.gms.permission.NOTIFICATION_CONTACTS,com.google.android.gms,null,null,signature
555,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.BIND_CONDITION_PROVIDER_SERVICE,android,null,null,signature
556,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.SET_DISPLAY_OFFSET,android,null,null,signature|privileged
557,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.ACCESS_MTP,android,null,null,signature|privileged
558,ungrouped,ungrouped,ungrouped,ungrouped,android.permission.DISABLE_KEYGUARD,android,disable your screen lock,"Allows the app to disable the keylock and any associated password security. For example, the phone disables the keylock when receiving an incoming phone call, then re-enables the keylock when the call is finished.",normal
559,ungrouped,ungrouped,ungrouped,ungrouped,com.amazon.identity.auth.device.perm.AUTH_SDK,com.amazon.dee.app,null,null,signature|privileged
